epoch,lr-AdamW,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc_epoch,val_acc_step,val_loss_epoch,val_loss_step
,0.0005,0,,,,,,,,
0,,9,,0.550000011920929,,1.0895168781280518,,,,
0,,19,,0.5,,0.9941352605819702,,,,
0,,29,,0.75,,0.4378975033760071,,,,
0,,39,,0.8500000238418579,,0.49978670477867126,,,,
0,,49,,0.949999988079071,,0.1792232096195221,,,,
0,,59,,0.8500000238418579,,0.47536927461624146,,,,
0,,69,,0.6000000238418579,,0.885429859161377,,,,
0,,79,,0.9000000357627869,,0.4156670570373535,,,,
0,,89,,0.75,,0.837811291217804,,,,
0,,99,,0.699999988079071,,0.6089069843292236,,,,
0,,109,,0.9000000357627869,,0.23665356636047363,,,,
0,,119,,0.75,,0.9425131678581238,,,,
0,,129,,1.0,,0.04741007834672928,,,,
0,,139,,1.0,,0.07104925811290741,,,,
0,,149,,0.9000000357627869,,0.2747470438480377,,,,
0,,159,,0.800000011920929,,0.4658516049385071,,,,
0,,169,,0.8500000238418579,,0.3071127235889435,,,,
0,,179,,0.9000000357627869,,0.6586798429489136,,,,
0,,189,,1.0,,0.05974294990301132,,,,
0,,199,,0.949999988079071,,0.6988131403923035,,,,
0,,209,,1.0,,0.04015139490365982,,,,
0,,219,,0.75,,0.9175140261650085,,,,
0,,229,,0.949999988079071,,0.1137433648109436,,,,
0,,239,,0.9000000357627869,,0.28682443499565125,,,,
0,,249,,0.550000011920929,,1.3139574527740479,,,,
0,,259,,0.9000000357627869,,0.156552255153656,,,,
0,,269,,0.800000011920929,,0.4050375819206238,,,,
0,,279,,0.75,,0.48597437143325806,,,,
0,,289,,0.9000000357627869,,0.37924548983573914,,,,
0,,299,,0.8500000238418579,,0.3491364121437073,,,,
0,,309,,0.75,,0.819499135017395,,,,
0,,319,,1.0,,0.032994646579027176,,,,
0,,329,,0.949999988079071,,0.19826582074165344,,,,
0,,339,,0.949999988079071,,0.20507916808128357,,,,
0,,349,,0.800000011920929,,0.5494577884674072,,,,
0,,359,,0.8500000238418579,,0.509604811668396,,,,
0,,369,,0.949999988079071,,0.16030442714691162,,,,
0,,379,,0.949999988079071,,0.15746910870075226,,,,
0,,389,,1.0,,0.03717644140124321,,,,
0,,399,,0.949999988079071,,0.34170040488243103,,,,
0,,409,,0.800000011920929,,0.4124939441680908,,,,
0,,419,,1.0,,0.04772326722741127,,,,
0,,429,,0.8500000238418579,,0.4758250117301941,,,,
0,,439,,1.0,,0.117411769926548,,,,
0,,449,,0.8500000238418579,,0.28344398736953735,,,,
0,,459,,0.75,,0.5853630900382996,,,,
0,,469,,0.8500000238418579,,0.3838335871696472,,,,
0,,479,,0.9000000357627869,,0.27441757917404175,,,,
0,,489,,1.0,,0.12743116915225983,,,,
0,,499,,0.8500000238418579,,0.19288747012615204,,,,
0,,509,,0.9000000357627869,,0.2678890824317932,,,,
0,,519,,0.9000000357627869,,0.17992068827152252,,,,
0,,529,,0.949999988079071,,0.07314542680978775,,,,
0,,539,,0.949999988079071,,0.23691602051258087,,,,
0,,549,,1.0,,0.09267325699329376,,,,
0,,559,,0.8500000238418579,,0.20979289710521698,,,,
0,,569,,0.9000000357627869,,0.47446244955062866,,,,
0,,579,,1.0,,0.07012492418289185,,,,
0,,589,,1.0,,0.041853100061416626,,,,
0,,599,,0.949999988079071,,0.06960485875606537,,,,
0,,609,,0.800000011920929,,0.4431033134460449,,,,
0,,619,,0.75,,0.9052085876464844,,,,
0,,629,,0.9000000357627869,,0.22811421751976013,,,,
0,,639,,0.8500000238418579,,0.21597155928611755,,,,
0,,649,,0.9000000357627869,,0.297721266746521,,,,
0,,659,,0.949999988079071,,0.0868457555770874,,,,
0,,669,,0.9000000357627869,,0.2534237504005432,,,,
0,,679,,0.9000000357627869,,0.16445425152778625,,,,
0,,689,,0.949999988079071,,0.14458735287189484,,,,
0,,699,,0.9000000357627869,,0.19313731789588928,,,,
0,,709,,0.800000011920929,,0.4110231399536133,,,,
0,,719,,0.9000000357627869,,0.20158281922340393,,,,
0,,729,,0.75,,0.7788071632385254,,,,
0,,739,,0.9000000357627869,,0.2625070810317993,,,,
0,,749,,1.0,,0.07954158633947372,,,,
0,,759,,1.0,,0.002833309816196561,,,,
0,,769,,1.0,,0.02799959108233452,,,,
0,,779,,0.949999988079071,,0.20948155224323273,,,,
0,,789,,1.0,,0.028199676424264908,,,,
0,,799,,0.800000011920929,,0.5590039491653442,,,,
0,,809,,1.0,,0.015302078798413277,,,,
0,,819,,0.949999988079071,,0.135639950633049,,,,
0,,829,,0.9000000357627869,,0.6321419477462769,,,,
0,,839,,0.9000000357627869,,0.20765042304992676,,,,
0,,849,,0.9000000357627869,,0.283944308757782,,,,
0,,859,,1.0,,0.010128632187843323,,,,
0,,869,,0.8500000238418579,,0.6255954504013062,,,,
0,,879,,0.699999988079071,,0.6101261377334595,,,,
0,,889,,0.949999988079071,,0.19233237206935883,,,,
0,,899,,0.9000000357627869,,0.40231600403785706,,,,
0,,909,,0.949999988079071,,0.10277076810598373,,,,
0,,919,,1.0,,0.09434836357831955,,,,
0,,929,,1.0,,0.02813645824790001,,,,
0,,939,,0.8500000238418579,,0.4974536895751953,,,,
0,,949,,0.949999988079071,,0.16447627544403076,,,,
0,,959,,0.949999988079071,,0.12989062070846558,,,,
0,,969,,1.0,,0.003333618398755789,,,,
0,,979,,0.9000000357627869,,0.48285046219825745,,,,
0,,989,,0.949999988079071,,0.3092272877693176,,,,
0,,999,,0.949999988079071,,0.2075827568769455,,,,
0,,1009,,0.949999988079071,,0.2926430106163025,,,,
0,,1019,,0.9000000357627869,,0.22766955196857452,,,,
0,,1029,,0.8500000238418579,,0.3990105986595154,,,,
0,,1039,,0.949999988079071,,0.1158679723739624,,,,
0,,1049,,1.0,,0.07398688048124313,,,,
0,,1059,,0.9000000357627869,,0.3390720784664154,,,,
0,,1069,,0.8500000238418579,,0.1602444052696228,,,,
0,,1079,,0.949999988079071,,0.15772637724876404,,,,
0,,1089,,0.75,,0.6307063102722168,,,,
0,,1099,,0.8500000238418579,,0.27053120732307434,,,,
0,,1109,,0.8500000238418579,,0.36954665184020996,,,,
0,,1119,,1.0,,0.021225428208708763,,,,
,,0,,,,,,1.0,,0.003081101458519697
,,1,,,,,,0.949999988079071,,0.1281307339668274
,,2,,,,,,1.0,,0.025119658559560776
,,3,,,,,,0.949999988079071,,0.14953316748142242
,,4,,,,,,0.949999988079071,,0.060258835554122925
,,5,,,,,,1.0,,0.007970047183334827
,,6,,,,,,0.9000000357627869,,0.339161217212677
,,7,,,,,,1.0,,0.01495579443871975
,,8,,,,,,0.949999988079071,,0.3486645221710205
,,9,,,,,,1.0,,0.021834950894117355
,,10,,,,,,0.8500000238418579,,0.24473989009857178
,,11,,,,,,0.949999988079071,,0.09905879199504852
,,12,,,,,,1.0,,0.021636951714754105
,,13,,,,,,0.9000000357627869,,0.11932162940502167
,,14,,,,,,1.0,,0.01983471028506756
,,15,,,,,,0.949999988079071,,0.06091134622693062
,,16,,,,,,0.949999988079071,,0.2216460406780243
,,17,,,,,,0.949999988079071,,0.20157507061958313
,,18,,,,,,0.9000000357627869,,0.3273039758205414
,,19,,,,,,0.699999988079071,,0.6590827703475952
,,20,,,,,,1.0,,0.1392677128314972
,,21,,,,,,1.0,,0.02936568856239319
,,22,,,,,,0.949999988079071,,0.13853752613067627
,,23,,,,,,1.0,,0.03323553502559662
,,24,,,,,,1.0,,0.05778931453824043
,,25,,,,,,1.0,,0.044860564172267914
,,26,,,,,,1.0,,0.011371662840247154
,,27,,,,,,0.949999988079071,,0.10458765923976898
,,28,,,,,,0.949999988079071,,0.14303374290466309
,,29,,,,,,1.0,,0.023687461391091347
,,30,,,,,,0.8500000238418579,,0.3170877993106842
,,31,,,,,,0.9000000357627869,,0.35692986845970154
,,32,,,,,,0.8500000238418579,,0.2764590382575989
,,33,,,,,,0.949999988079071,,0.19740916788578033
,,34,,,,,,1.0,,0.1114785224199295
,,35,,,,,,0.949999988079071,,0.13125815987586975
,,36,,,,,,0.949999988079071,,0.1348835676908493
,,37,,,,,,0.949999988079071,,0.06475632637739182
,,38,,,,,,1.0,,0.007762506604194641
,,39,,,,,,1.0,,0.032094329595565796
,,40,,,,,,0.75,,0.9653898477554321
,,41,,,,,,1.0,,0.054969869554042816
,,42,,,,,,1.0,,0.038066767156124115
,,43,,,,,,1.0,,0.034042902290821075
,,44,,,,,,0.8500000238418579,,0.33707427978515625
,,45,,,,,,0.800000011920929,,0.7617794871330261
,,46,,,,,,0.800000011920929,,0.40738654136657715
,,47,,,,,,0.9000000357627869,,0.2290363609790802
,,48,,,,,,0.9000000357627869,,0.3375912606716156
,,49,,,,,,0.949999988079071,,0.1721343845129013
,,50,,,,,,0.949999988079071,,0.2103273570537567
,,51,,,,,,0.949999988079071,,0.29669398069381714
,,52,,,,,,0.8500000238418579,,0.7010086178779602
,,53,,,,,,1.0,,0.047917481511831284
,,54,,,,,,1.0,,0.019359897822141647
,,55,,,,,,1.0,,0.011682570911943913
,,56,,,,,,0.8500000238418579,,0.3913337290287018
,,57,,,,,,1.0,,0.01354399137198925
,,58,,,,,,0.699999988079071,,0.5449903011322021
,,59,,,,,,0.9000000357627869,,0.20326311886310577
,,60,,,,,,0.9000000357627869,,0.2604548931121826
,,61,,,,,,0.949999988079071,,0.20831303298473358
,,62,,,,,,0.9000000357627869,,0.2656402587890625
,,63,,,,,,0.949999988079071,,0.12456945329904556
,,64,,,,,,1.0,,0.02370169386267662
,,65,,,,,,0.699999988079071,,0.7381930947303772
,,66,,,,,,1.0,,0.07154028862714767
,,67,,,,,,1.0,,0.031482994556427
,,68,,,,,,1.0,,0.033577773720026016
,,69,,,,,,0.949999988079071,,0.11133839190006256
,,70,,,,,,0.9000000357627869,,0.5037661194801331
,,71,,,,,,0.9000000357627869,,0.1932789534330368
,,72,,,,,,1.0,,0.011159464716911316
,,73,,,,,,0.8500000238418579,,0.47369223833084106
,,74,,,,,,1.0,,0.03754722699522972
,,75,,,,,,0.9000000357627869,,0.10197219997644424
,,76,,,,,,0.9000000357627869,,0.28668317198753357
,,77,,,,,,0.949999988079071,,0.13540992140769958
,,78,,,,,,0.8500000238418579,,0.2832096219062805
,,79,,,,,,0.9000000357627869,,0.3197653889656067
,,80,,,,,,0.949999988079071,,0.11462261527776718
,,81,,,,,,0.9000000357627869,,0.25942689180374146
,,82,,,,,,1.0,,0.01900538243353367
,,83,,,,,,1.0,,0.0028727403841912746
,,84,,,,,,0.9000000357627869,,0.7243363857269287
,,85,,,,,,1.0,,0.010202211327850819
,,86,,,,,,0.9000000357627869,,0.3393115997314453
,,87,,,,,,1.0,,0.03010668233036995
,,88,,,,,,0.949999988079071,,0.12276806682348251
,,89,,,,,,1.0,,0.036641549319028854
,,90,,,,,,0.9000000357627869,,0.20704977214336395
,,91,,,,,,1.0,,0.0008392903837375343
,,92,,,,,,0.949999988079071,,0.1441451609134674
,,93,,,,,,0.949999988079071,,0.08443601429462433
,,94,,,,,,0.9000000357627869,,0.17645682394504547
,,95,,,,,,0.949999988079071,,0.09289634972810745
,,96,,,,,,1.0,,0.0031582496594637632
,,97,,,,,,1.0,,0.010036652907729149
,,98,,,,,,0.9000000357627869,,0.366275429725647
,,99,,,,,,0.9000000357627869,,0.3022017478942871
,,100,,,,,,1.0,,0.07222969830036163
,,101,,,,,,0.9000000357627869,,0.22072450816631317
,,102,,,,,,1.0,,0.009453603997826576
,,103,,,,,,0.949999988079071,,0.1069175973534584
,,104,,,,,,0.949999988079071,,0.12471957504749298
,,105,,,,,,1.0,,0.021799061447381973
,,106,,,,,,1.0,,0.007726247422397137
