epoch,lr-AdamW,step,train_acc_top1_epoch,train_acc_top1_step,train_acc_top5_epoch,train_acc_top5_step,train_loss_epoch,train_loss_step,train_mean_pos_epoch,train_mean_pos_step,val_acc_top1,val_acc_top5,val_loss_epoch,val_loss_step,val_mean_pos
,,58,,,,,,,,,,,,nan,
,,59,,,,,,,,,,,,1.2584755420684814,
,,60,,,,,,,,,,,,nan,
,,61,,,,,,,,,,,,nan,
,,62,,,,,,,,,,,,nan,
,,63,,,,,,,,,,,,nan,
,,64,,,,,,,,,,,,nan,
,,65,,,,,,,,,,,,nan,
,,66,,,,,,,,,,,,nan,
,,67,,,,,,,,,,,,1.7167036533355713,
,,68,,,,,,,,,,,,nan,
,,69,,,,,,,,,,,,nan,
,,70,,,,,,,,,,,,nan,
,,71,,,,,,,,,,,,nan,
,,72,,,,,,,,,,,,nan,
,,73,,,,,,,,,,,,nan,
,,74,,,,,,,,,,,,nan,
,,75,,,,,,,,,,,,nan,
,,76,,,,,,,,,,,,nan,
,,77,,,,,,,,,,,,nan,
,,78,,,,,,,,,,,,1.5206925868988037,
21,,7743,,,,,,,,,0.13914434611797333,0.8165233731269836,nan,,8.936824798583984
21,,7743,0.8174363374710083,,0.9530812501907349,,0.7148634195327759,,1.9227632284164429,,,,,,
,0.00024576590524591003,7744,,,,,,,,,,,,,
22,,7749,,0.78515625,,0.94921875,,0.7871661186218262,,2.05078125,,,,,
22,,7759,,0.8359375,,0.984375,,0.6030329465866089,,1.38671875,,,,,
22,,7769,,0.7734375,,0.953125,,0.8610154390335083,,1.96484375,,,,,
22,,7779,,0.7578125,,0.953125,,0.8466147184371948,,1.77734375,,,,,
22,,7789,,0.7734375,,0.89453125,,0.9362720847129822,,2.28125,,,,,
22,,7799,,0.77734375,,0.9375,,0.8214796781539917,,1.91796875,,,,,
22,,7809,,0.796875,,0.95703125,,0.7189148664474487,,1.83984375,,,,,
22,,7819,,0.765625,,0.93359375,,0.9339359998703003,,2.3359375,,,,,
22,,7829,,0.78515625,,0.94140625,,0.8361252546310425,,2.234375,,,,,
22,,7839,,0.83203125,,0.9765625,,0.642193078994751,,1.47265625,,,,,
22,,7849,,0.8046875,,0.95703125,,0.7765137553215027,,1.734375,,,,,
22,,7859,,0.765625,,0.93359375,,0.9562512636184692,,2.44140625,,,,,
22,,7869,,0.75,,0.95703125,,0.8758291006088257,,1.76171875,,,,,
22,,7879,,0.7578125,,0.9453125,,0.9340903759002686,,2.08203125,,,,,
22,,7889,,0.75,,0.9453125,,0.89122474193573,,2.23828125,,,,,
22,,7899,,0.8046875,,0.96484375,,0.7479294538497925,,1.78125,,,,,
22,,7909,,0.8046875,,0.94921875,,0.8280395269393921,,2.1171875,,,,,
22,,7919,,0.76171875,,0.9609375,,0.8890639543533325,,1.796875,,,,,
22,,7929,,0.7421875,,0.9375,,1.0271177291870117,,3.09375,,,,,
22,,7939,,0.78125,,0.93359375,,0.852394700050354,,1.79296875,,,,,
22,,7949,,0.75390625,,0.89453125,,1.0421805381774902,,2.6328125,,,,,
22,,7959,,0.71875,,0.9375,,0.9759142994880676,,2.015625,,,,,
22,,7969,,0.75390625,,0.9296875,,0.9210597276687622,,2.01953125,,,,,
22,,7979,,0.73828125,,0.9140625,,1.034506916999817,,2.71484375,,,,,
22,,7989,,0.79296875,,0.9453125,,0.7872093915939331,,2.078125,,,,,
22,,7999,,0.6953125,,0.90234375,,1.2100591659545898,,3.171875,,,,,
22,,8009,,0.7421875,,0.921875,,0.8835099935531616,,2.0390625,,,,,
22,,8019,,0.76171875,,0.91796875,,0.9368497729301453,,2.62109375,,,,,
22,,8029,,0.796875,,0.9375,,0.8720740079879761,,2.13671875,,,,,
22,,8039,,0.796875,,0.94921875,,0.7640812397003174,,1.8046875,,,,,
22,,8049,,0.75390625,,0.92578125,,0.8975051045417786,,2.06640625,,,,,
22,,8059,,0.80078125,,0.93359375,,0.7398087978363037,,1.7734375,,,,,
22,,8069,,0.72265625,,0.91796875,,1.0882550477981567,,2.72265625,,,,,
22,,8079,,0.7734375,,0.984375,,0.7009987831115723,,1.44140625,,,,,
22,,8089,,0.7421875,,0.921875,,1.0013049840927124,,3.28515625,,,,,
,,79,,,,,,,,,,,,1.6596856117248535,
,,80,,,,,,,,,,,,1.3583266735076904,
,,81,,,,,,,,,,,,1.494693636894226,
,,82,,,,,,,,,,,,1.2654802799224854,
,,83,,,,,,,,,,,,1.7235039472579956,
,,84,,,,,,,,,,,,1.6918916702270508,
,,85,,,,,,,,,,,,1.8734219074249268,
,,86,,,,,,,,,,,,1.9154853820800781,
,,87,,,,,,,,,,,,1.6370985507965088,
,,88,,,,,,,,,,,,1.667993426322937,
,,89,,,,,,,,,,,,1.8278917074203491,
,,90,,,,,,,,,,,,1.9015518426895142,
,,91,,,,,,,,,,,,1.641089916229248,
,,92,,,,,,,,,,,,1.6958508491516113,
,,93,,,,,,,,,,,,1.6637115478515625,
,,94,,,,,,,,,,,,1.565481185913086,
,,95,,,,,,,,,,,,2.127450942993164,
,,96,,,,,,,,,,,,1.771463394165039,
,,97,,,,,,,,,,,,2.058788299560547,
,,98,,,,,,,,,,,,1.4948501586914062,
,,99,,,,,,,,,,,,1.6091704368591309,
,,100,,,,,,,,,,,,2.2650399208068848,
,,101,,,,,,,,,,,,1.427758812904358,
,,102,,,,,,,,,,,,1.4208495616912842,
,,103,,,,,,,,,,,,2.0137393474578857,
,,104,,,,,,,,,,,,2.023261547088623,
,,105,,,,,,,,,,,,1.5655323266983032,
,,106,,,,,,,,,,,,1.7011444568634033,
,,107,,,,,,,,,,,,1.1835339069366455,
,,108,,,,,,,,,,,,1.2954704761505127,
,,109,,,,,,,,,,,,1.6491334438323975,
,,110,,,,,,,,,,,,1.797283411026001,
,,111,,,,,,,,,,,,1.9543135166168213,
,,112,,,,,,,,,,,,1.6075992584228516,
,,113,,,,,,,,,,,,1.6091265678405762,
,,114,,,,,,,,,,,,1.7158011198043823,
,,115,,,,,,,,,,,,1.356253743171692,
,,116,,,,,,,,,,,,1.630919337272644,
,,117,,,,,,,,,,,,1.6613552570343018,
,,118,,,,,,,,,,,,2.204272747039795,
,,119,,,,,,,,,,,,1.7407910823822021,
,,120,,,,,,,,,,,,1.5343425273895264,
,,121,,,,,,,,,,,,1.266539454460144,
,,122,,,,,,,,,,,,1.5769141912460327,
,,123,,,,,,,,,,,,1.7827508449554443,
,,124,,,,,,,,,,,,1.7521607875823975,
,,125,,,,,,,,,,,,1.2940226793289185,
,,126,,,,,,,,,,,,1.5831713676452637,
,,127,,,,,,,,,,,,1.3290934562683105,
,,128,,,,,,,,,,,,1.769606590270996,
,,129,,,,,,,,,,,,1.4427783489227295,
,,130,,,,,,,,,,,,1.7097738981246948,
,,131,,,,,,,,,,,,1.1258904933929443,
,,132,,,,,,,,,,,,2.048060655593872,
,,133,,,,,,,,,,,,1.478223204612732,
,,134,,,,,,,,,,,,1.4084906578063965,
,,135,,,,,,,,,,,,1.7063478231430054,
,,136,,,,,,,,,,,,1.8943952322006226,
,,137,,,,,,,,,,,,2.0492613315582275,
,,138,,,,,,,,,,,,1.534772515296936,
,,139,,,,,,,,,,,,1.7125670909881592,
,,140,,,,,,,,,,,,1.5479159355163574,
,,141,,,,,,,,,,,,1.7253587245941162,
,,142,,,,,,,,,,,,1.2421929836273193,
,,143,,,,,,,,,,,,1.7574653625488281,
,,144,,,,,,,,,,,,1.307901382446289,
,,145,,,,,,,,,,,,1.4833952188491821,
,,146,,,,,,,,,,,,1.7699990272521973,
,,147,,,,,,,,,,,,1.4798824787139893,
,,148,,,,,,,,,,,,1.0820863246917725,
,,149,,,,,,,,,,,,1.742168664932251,
,,150,,,,,,,,,,,,1.2230620384216309,
,,151,,,,,,,,,,,,1.642116904258728,
,,152,,,,,,,,,,,,1.3941333293914795,
,,153,,,,,,,,,,,,1.478495717048645,
,,154,,,,,,,,,,,,1.3100043535232544,
,,155,,,,,,,,,,,,1.8559547662734985,
,,156,,,,,,,,,,,,1.699247121810913,
,,157,,,,,,,,,,,,0.08377784490585327,
22,,8095,,,,,,,,,0.7176129817962646,0.8756996989250183,1.627786636352539,,8.472611427307129
22,,8095,0.7764067053794861,,0.9366194009780884,,0.8709923624992371,,2.2112205028533936,,,,,,
,0.0004567654864190465,8096,,,,,,,,,,,,,
23,,8099,,0.7890625,,0.94140625,,0.8639878630638123,,1.87109375,,,,,
23,,8109,,0.76171875,,0.95703125,,0.8448745012283325,,1.87109375,,,,,
23,,8119,,0.74609375,,0.91015625,,0.962490439414978,,2.1640625,,,,,
23,,8129,,0.76953125,,0.921875,,0.9255843162536621,,2.42578125,,,,,
23,,8139,,0.71484375,,0.89453125,,1.229036808013916,,4.4609375,,,,,
23,,8149,,0.83203125,,0.953125,,0.7036599516868591,,1.64453125,,,,,
23,,8159,,0.80859375,,0.9453125,,0.7469388246536255,,1.79296875,,,,,
23,,8169,,0.82421875,,0.93359375,,0.7280792593955994,,2.546875,,,,,
23,,8179,,0.72265625,,0.9296875,,0.9841606616973877,,2.203125,,,,,
23,,8189,,0.75,,0.92578125,,0.976589024066925,,3.29296875,,,,,
23,,8199,,0.8046875,,0.95703125,,0.7037035226821899,,1.75390625,,,,,
23,,8209,,0.79296875,,0.97265625,,0.7160212397575378,,1.5625,,,,,
23,,8219,,0.80078125,,0.94140625,,0.7191202640533447,,1.8671875,,,,,
23,,8229,,0.83203125,,0.9453125,,0.6868051886558533,,1.73046875,,,,,
23,,8239,,0.8203125,,0.95703125,,0.7178142070770264,,2.41015625,,,,,
23,,8249,,0.80859375,,0.94140625,,0.7669153213500977,,2.18359375,,,,,
23,,8259,,0.80078125,,0.953125,,0.7017433047294617,,1.6875,,,,,
23,,8269,,0.7734375,,0.92578125,,0.8201847076416016,,2.23046875,,,,,
23,,8279,,0.80859375,,0.96875,,0.6966676712036133,,2.078125,,,,,
23,,8289,,0.81640625,,0.92578125,,0.7940275073051453,,2.45703125,,,,,
23,,8299,,0.74609375,,0.91796875,,0.9305492043495178,,2.2890625,,,,,
23,,8309,,0.85546875,,0.93359375,,0.7299097180366516,,1.89453125,,,,,
23,,8319,,0.8203125,,0.9453125,,0.7779749631881714,,2.40625,,,,,
23,,8329,,0.84375,,0.97265625,,0.5587044358253479,,1.4609375,,,,,
23,,8339,,0.79296875,,0.9765625,,0.7158620953559875,,1.64453125,,,,,
23,,8349,,0.81640625,,0.9765625,,0.6640784740447998,,1.4296875,,,,,
23,,8359,,0.84765625,,0.9609375,,0.589148223400116,,1.4921875,,,,,
23,,8369,,0.80859375,,0.9453125,,0.7540817260742188,,2.421875,,,,,
23,,8379,,0.84765625,,0.9765625,,0.5553464293479919,,1.43359375,,,,,
23,,8389,,0.84765625,,0.984375,,0.5273444652557373,,1.41015625,,,,,
23,,8399,,0.796875,,0.9609375,,0.7779972553253174,,1.8828125,,,,,
23,,8409,,0.8046875,,0.9296875,,0.818208634853363,,2.08203125,,,,,
23,,8419,,0.8359375,,0.98046875,,0.5545068979263306,,1.4140625,,,,,
23,,8429,,0.8359375,,0.95703125,,0.6463828682899475,,1.84375,,,,,
23,,8439,,0.80078125,,0.9609375,,0.737610936164856,,1.90234375,,,,,
,,158,,,,,,,,,,,,1.0932128429412842,
,,159,,,,,,,,,,,,1.1596322059631348,
,,160,,,,,,,,,,,,1.4183135032653809,
,,161,,,,,,,,,,,,1.33249831199646,
,,162,,,,,,,,,,,,1.156095027923584,
,,163,,,,,,,,,,,,1.122528076171875,
,,164,,,,,,,,,,,,1.2283471822738647,
,,165,,,,,,,,,,,,1.7826924324035645,
,,166,,,,,,,,,,,,1.2671034336090088,
,,167,,,,,,,,,,,,1.3081421852111816,
,,168,,,,,,,,,,,,1.0113804340362549,
,,169,,,,,,,,,,,,1.0730385780334473,
,,170,,,,,,,,,,,,1.3321762084960938,
,,171,,,,,,,,,,,,0.9324445128440857,
,,172,,,,,,,,,,,,0.878084659576416,
,,173,,,,,,,,,,,,1.2768032550811768,
,,174,,,,,,,,,,,,1.8949345350265503,
,,175,,,,,,,,,,,,1.363407850265503,
,,176,,,,,,,,,,,,1.0332214832305908,
,,177,,,,,,,,,,,,1.222704529762268,
,,178,,,,,,,,,,,,1.063735842704773,
,,179,,,,,,,,,,,,1.722846269607544,
,,180,,,,,,,,,,,,0.9733455181121826,
,,181,,,,,,,,,,,,1.0322301387786865,
,,182,,,,,,,,,,,,1.4213664531707764,
,,183,,,,,,,,,,,,1.2550194263458252,
,,184,,,,,,,,,,,,1.240490436553955,
,,185,,,,,,,,,,,,1.2820484638214111,
,,186,,,,,,,,,,,,1.0470794439315796,
,,187,,,,,,,,,,,,1.0900928974151611,
,,188,,,,,,,,,,,,0.9087302684783936,
,,189,,,,,,,,,,,,1.1328270435333252,
,,190,,,,,,,,,,,,1.0393214225769043,
,,191,,,,,,,,,,,,1.006898045539856,
,,192,,,,,,,,,,,,1.2618159055709839,
,,193,,,,,,,,,,,,1.624749779701233,
,,194,,,,,,,,,,,,1.3574645519256592,
,,195,,,,,,,,,,,,1.5012966394424438,
,,196,,,,,,,,,,,,0.7357326149940491,
,,197,,,,,,,,,,,,1.3165777921676636,
,,198,,,,,,,,,,,,0.9949040412902832,
,,199,,,,,,,,,,,,1.379847526550293,
,,200,,,,,,,,,,,,1.3218281269073486,
,,201,,,,,,,,,,,,1.3155065774917603,
,,202,,,,,,,,,,,,0.8299593925476074,
,,203,,,,,,,,,,,,1.542280673980713,
,,204,,,,,,,,,,,,0.9396540522575378,
,,205,,,,,,,,,,,,1.2127108573913574,
,,206,,,,,,,,,,,,0.9053303599357605,
,,207,,,,,,,,,,,,1.6245651245117188,
,,208,,,,,,,,,,,,1.1732892990112305,
,,209,,,,,,,,,,,,1.2956128120422363,
,,210,,,,,,,,,,,,0.802169144153595,
,,211,,,,,,,,,,,,1.4580132961273193,
,,212,,,,,,,,,,,,0.9837940335273743,
,,213,,,,,,,,,,,,0.7751705050468445,
,,214,,,,,,,,,,,,1.0928174257278442,
,,215,,,,,,,,,,,,1.5082786083221436,
,,216,,,,,,,,,,,,0.939989447593689,
,,217,,,,,,,,,,,,0.8580775856971741,
,,218,,,,,,,,,,,,1.2983837127685547,
,,219,,,,,,,,,,,,1.3338637351989746,
,,220,,,,,,,,,,,,1.1237636804580688,
,,221,,,,,,,,,,,,1.58436119556427,
,,222,,,,,,,,,,,,1.1149637699127197,
,,223,,,,,,,,,,,,0.7077332139015198,
,,224,,,,,,,,,,,,1.1328438520431519,
,,225,,,,,,,,,,,,1.4777346849441528,
,,226,,,,,,,,,,,,1.1590297222137451,
,,227,,,,,,,,,,,,0.8361232280731201,
,,228,,,,,,,,,,,,1.2370271682739258,
,,229,,,,,,,,,,,,1.1506028175354004,
,,230,,,,,,,,,,,,1.0432593822479248,
,,231,,,,,,,,,,,,1.1225303411483765,
,,232,,,,,,,,,,,,0.8464478254318237,
,,233,,,,,,,,,,,,1.0423550605773926,
,,234,,,,,,,,,,,,1.4880409240722656,
,,235,,,,,,,,,,,,1.0747441053390503,
,,236,,,,,,,,,,,,0.1742320954799652,
23,,8447,,,,,,,,,0.792682945728302,0.9167333245277405,1.1855131387710571,,6.296931266784668
23,,8447,0.8104415535926819,,0.9511033892631531,,0.7368079423904419,,1.942408561706543,,,,,,
,2.296091527629003e-05,8448,,,,,,,,,,,,,
24,,8449,,0.86328125,,0.9765625,,0.5567795634269714,,1.375,,,,,
24,,8459,,0.74609375,,0.953125,,0.7953929901123047,,1.8125,,,,,
24,,8469,,0.83984375,,0.96484375,,0.6509775519371033,,2.44140625,,,,,
24,,8479,,0.86328125,,0.96484375,,0.5589396357536316,,1.59375,,,,,
24,,8489,,0.8125,,0.96484375,,0.7540079355239868,,1.84375,,,,,
24,,8499,,0.83203125,,0.953125,,0.6711589097976685,,1.61328125,,,,,
24,,8509,,0.8203125,,0.96484375,,0.6471612453460693,,1.5234375,,,,,
24,,8519,,0.83203125,,0.953125,,0.6450128555297852,,1.609375,,,,,
24,,8529,,0.8125,,0.9453125,,0.6938691139221191,,1.83203125,,,,,
24,,8539,,0.8515625,,0.9921875,,0.5180045366287231,,1.2890625,,,,,
24,,8549,,0.8046875,,0.9609375,,0.6787658929824829,,1.58984375,,,,,
24,,8559,,0.83984375,,0.97265625,,0.5901479125022888,,1.45703125,,,,,
24,,8569,,0.828125,,0.95703125,,0.6286829710006714,,1.8359375,,,,,
24,,8579,,0.86328125,,0.95703125,,0.6108570098876953,,1.62109375,,,,,
24,,8589,,0.83984375,,0.96875,,0.598662257194519,,1.51171875,,,,,
24,,8599,,0.890625,,0.9609375,,0.5249763131141663,,1.55859375,,,,,
24,,8609,,0.87890625,,0.96875,,0.522394061088562,,1.421875,,,,,
24,,8619,,0.76953125,,0.93359375,,0.8350242972373962,,1.99609375,,,,,
24,,8629,,0.84375,,0.94921875,,0.6081805229187012,,1.58984375,,,,,
24,,8639,,0.8359375,,0.98046875,,0.6101453304290771,,1.49609375,,,,,
24,,8649,,0.8203125,,0.92578125,,0.783728837966919,,2.5703125,,,,,
24,,8659,,0.82421875,,0.9609375,,0.704800546169281,,1.62109375,,,,,
24,,8669,,0.83203125,,0.96484375,,0.5756796598434448,,1.4765625,,,,,
24,,8679,,0.84765625,,0.9453125,,0.6746571063995361,,1.9609375,,,,,
24,,8689,,0.78515625,,0.96875,,0.7245428562164307,,2.04296875,,,,,
24,,8699,,0.78515625,,0.94921875,,0.7462040185928345,,1.99609375,,,,,
24,,8709,,0.75,,0.94921875,,0.8470625877380371,,1.8203125,,,,,
24,,8719,,0.84375,,0.96484375,,0.5897332429885864,,1.484375,,,,,
24,,8729,,0.87109375,,0.9765625,,0.508264422416687,,1.796875,,,,,
24,,8739,,0.82421875,,0.9609375,,0.716153621673584,,1.66015625,,,,,
24,,8749,,0.77734375,,0.9453125,,0.8636077642440796,,3.34765625,,,,,
24,,8759,,0.87890625,,0.98046875,,0.5317272543907166,,1.34375,,,,,
24,,8769,,0.890625,,0.96484375,,0.5234850645065308,,1.68359375,,,,,
24,,8779,,0.7890625,,0.9765625,,0.7035068273544312,,1.45703125,,,,,
24,,8789,,0.8125,,0.95703125,,0.7114562392234802,,1.85546875,,,,,
24,,8799,,1.0,,1.0,,0.00762156629934907,,1.0,,,,,
,,237,,,,,,,,,,,,0.9149453639984131,
,,238,,,,,,,,,,,,0.7432751059532166,
,,239,,,,,,,,,,,,0.7435978055000305,
,,240,,,,,,,,,,,,0.7703989148139954,
,,241,,,,,,,,,,,,0.7972848415374756,
,,242,,,,,,,,,,,,1.080776333808899,
,,243,,,,,,,,,,,,0.810555100440979,
,,244,,,,,,,,,,,,0.7588095664978027,
,,245,,,,,,,,,,,,0.960388720035553,
,,246,,,,,,,,,,,,0.7676680088043213,
,,247,,,,,,,,,,,,0.8881596326828003,
,,248,,,,,,,,,,,,0.9073008298873901,
,,249,,,,,,,,,,,,0.8921095728874207,
,,250,,,,,,,,,,,,0.5948066711425781,
,,251,,,,,,,,,,,,0.745570182800293,
,,252,,,,,,,,,,,,0.961909294128418,
,,253,,,,,,,,,,,,0.8047048449516296,
,,254,,,,,,,,,,,,0.9095108509063721,
,,255,,,,,,,,,,,,0.9215179681777954,
,,256,,,,,,,,,,,,0.8679945468902588,
,,257,,,,,,,,,,,,0.8214561343193054,
,,258,,,,,,,,,,,,0.9154620170593262,
,,259,,,,,,,,,,,,0.6687450408935547,
,,260,,,,,,,,,,,,0.6662562489509583,
,,261,,,,,,,,,,,,0.8168840408325195,
,,262,,,,,,,,,,,,0.7717872858047485,
,,263,,,,,,,,,,,,0.7532575130462646,
,,264,,,,,,,,,,,,0.6591141223907471,
,,265,,,,,,,,,,,,0.9046987891197205,
,,266,,,,,,,,,,,,0.6220473051071167,
,,267,,,,,,,,,,,,1.1100772619247437,
,,268,,,,,,,,,,,,0.7940699458122253,
,,269,,,,,,,,,,,,0.795586347579956,
,,270,,,,,,,,,,,,0.9226179122924805,
,,271,,,,,,,,,,,,0.9446718096733093,
,,272,,,,,,,,,,,,0.8712862730026245,
,,273,,,,,,,,,,,,0.6353959441184998,
,,274,,,,,,,,,,,,0.8588504195213318,
,,275,,,,,,,,,,,,0.7768023014068604,
,,276,,,,,,,,,,,,0.731493353843689,
,,277,,,,,,,,,,,,0.8630889654159546,
,,278,,,,,,,,,,,,0.913482129573822,
,,279,,,,,,,,,,,,0.7908315658569336,
,,280,,,,,,,,,,,,0.9531358480453491,
,,281,,,,,,,,,,,,0.8003833889961243,
,,282,,,,,,,,,,,,0.6952313184738159,
,,283,,,,,,,,,,,,0.7818130254745483,
,,284,,,,,,,,,,,,0.7206194400787354,
,,285,,,,,,,,,,,,0.6430766582489014,
,,286,,,,,,,,,,,,0.7324264049530029,
,,287,,,,,,,,,,,,0.7564027905464172,
,,288,,,,,,,,,,,,0.7317600250244141,
,,289,,,,,,,,,,,,0.6226212978363037,
,,290,,,,,,,,,,,,0.8419551849365234,
,,291,,,,,,,,,,,,0.6776014566421509,
,,292,,,,,,,,,,,,0.8486402630805969,
,,293,,,,,,,,,,,,0.8119151592254639,
,,294,,,,,,,,,,,,0.8536956310272217,
,,295,,,,,,,,,,,,1.0267374515533447,
,,296,,,,,,,,,,,,0.856448769569397,
,,297,,,,,,,,,,,,0.7881342172622681,
,,298,,,,,,,,,,,,0.7381069660186768,
,,299,,,,,,,,,,,,0.9165338277816772,
,,300,,,,,,,,,,,,0.8053527474403381,
,,301,,,,,,,,,,,,0.7428193688392639,
,,302,,,,,,,,,,,,0.9795850515365601,
,,303,,,,,,,,,,,,0.9644717574119568,
,,304,,,,,,,,,,,,0.809480607509613,
,,305,,,,,,,,,,,,0.8468716144561768,
,,306,,,,,,,,,,,,0.7956171035766602,
,,307,,,,,,,,,,,,0.9747942686080933,
,,308,,,,,,,,,,,,0.7684617638587952,
,,309,,,,,,,,,,,,0.8308528661727905,
,,310,,,,,,,,,,,,0.8284932374954224,
,,311,,,,,,,,,,,,0.797298014163971,
,,312,,,,,,,,,,,,0.789368748664856,
,,313,,,,,,,,,,,,0.7255673408508301,
,,314,,,,,,,,,,,,0.953413724899292,
,,315,,,,,,,,,,,,0.11650649458169937,
24,,8799,,,,,,,,,0.79488205909729,0.9439224600791931,0.8173004388809204,,2.1778788566589355
