epoch,lr-AdamW,step,train_acc_top1_epoch,train_acc_top1_step,train_acc_top5_epoch,train_acc_top5_step,train_loss_epoch,train_loss_step,train_mean_pos_epoch,train_mean_pos_step,val_acc_top1,val_acc_top5,val_loss_epoch,val_loss_step,val_mean_pos
,1.193189817795337e-05,3520,,,,,,,,,,,,,
10,,3529,,0.625,,0.87890625,,1.4951529502868652,,3.5859375,,,,,
10,,3539,,0.60546875,,0.83203125,,1.6796199083328247,,5.078125,,,,,
10,,3549,,0.59375,,0.8515625,,1.5307303667068481,,3.50390625,,,,,
10,,3559,,0.55859375,,0.77734375,,1.7551534175872803,,4.39453125,,,,,
10,,3569,,0.64453125,,0.81640625,,1.545750379562378,,3.578125,,,,,
10,,3579,,0.59765625,,0.91015625,,1.3797872066497803,,2.7109375,,,,,
10,,3589,,0.61328125,,0.85546875,,1.510498046875,,3.55078125,,,,,
10,,3599,,0.62109375,,0.8359375,,1.5718477964401245,,3.765625,,,,,
10,,3609,,0.578125,,0.8125,,1.8032805919647217,,5.5390625,,,,,
10,,3619,,0.66796875,,0.85546875,,1.4963059425354004,,3.87109375,,,,,
10,,3629,,0.6328125,,0.87109375,,1.493941307067871,,3.58984375,,,,,
10,,3639,,0.5546875,,0.87109375,,1.6125339269638062,,3.58203125,,,,,
10,,3649,,0.5859375,,0.83203125,,1.643132209777832,,3.3984375,,,,,
10,,3659,,0.609375,,0.859375,,1.5328019857406616,,3.78125,,,,,
10,,3669,,0.62109375,,0.87109375,,1.5439373254776,,3.6796875,,,,,
10,,3679,,0.58984375,,0.80859375,,1.7183881998062134,,4.828125,,,,,
10,,3689,,0.6484375,,0.87109375,,1.4093480110168457,,3.03515625,,,,,
10,,3699,,0.62890625,,0.875,,1.4671118259429932,,3.32421875,,,,,
10,,3709,,0.59375,,0.82421875,,1.6980946063995361,,4.546875,,,,,
10,,3719,,0.59765625,,0.8359375,,1.6686186790466309,,4.85546875,,,,,
10,,3729,,0.609375,,0.87890625,,1.508063554763794,,3.97265625,,,,,
10,,3739,,0.62890625,,0.83984375,,1.6232099533081055,,5.515625,,,,,
10,,3749,,0.66015625,,0.90234375,,1.4586706161499023,,3.16015625,,,,,
10,,3759,,0.6484375,,0.875,,1.6136834621429443,,5.21484375,,,,,
10,,3769,,0.59765625,,0.83203125,,1.5858402252197266,,3.72265625,,,,,
10,,3779,,0.59375,,0.828125,,1.601866602897644,,3.890625,,,,,
10,,3789,,0.59765625,,0.7890625,,1.8246910572052002,,5.97265625,,,,,
10,,3799,,0.546875,,0.76953125,,1.973361611366272,,6.9453125,,,,,
10,,3809,,0.5859375,,0.8203125,,1.6606688499450684,,4.4765625,,,,,
10,,3819,,0.51953125,,0.78125,,1.9354922771453857,,5.89453125,,,,,
10,,3829,,0.5390625,,0.80859375,,1.8220109939575195,,4.328125,,,,,
10,,3839,,0.578125,,0.79296875,,1.9699926376342773,,7.68359375,,,,,
10,,3849,,0.57421875,,0.8125,,1.634260892868042,,3.62109375,,,,,
10,,3859,,0.60546875,,0.82421875,,1.8660727739334106,,6.44140625,,,,,
10,,3869,,0.56640625,,0.8125,,1.727677583694458,,4.93359375,,,,,
,,0,,,,,,,,,,,,1.8389703035354614,
,,1,,,,,,,,,,,,1.628483533859253,
,,2,,,,,,,,,,,,1.7900279760360718,
,,3,,,,,,,,,,,,1.8389930725097656,
,,4,,,,,,,,,,,,1.6983788013458252,
,,5,,,,,,,,,,,,1.6687394380569458,
,,6,,,,,,,,,,,,1.5556883811950684,
,,7,,,,,,,,,,,,1.6084052324295044,
,,8,,,,,,,,,,,,1.7958409786224365,
,,9,,,,,,,,,,,,1.8751089572906494,
,,10,,,,,,,,,,,,1.761387586593628,
,,11,,,,,,,,,,,,1.8389033079147339,
,,12,,,,,,,,,,,,1.639005422592163,
,,13,,,,,,,,,,,,1.8054883480072021,
,,14,,,,,,,,,,,,1.9193735122680664,
,,15,,,,,,,,,,,,1.970697045326233,
,,16,,,,,,,,,,,,2.021383047103882,
,,17,,,,,,,,,,,,2.035691499710083,
,,18,,,,,,,,,,,,1.7887235879898071,
,,19,,,,,,,,,,,,1.745227336883545,
,,20,,,,,,,,,,,,1.8342798948287964,
,,21,,,,,,,,,,,,2.0078659057617188,
,,22,,,,,,,,,,,,1.8098721504211426,
,,23,,,,,,,,,,,,1.5045775175094604,
,,24,,,,,,,,,,,,1.7587218284606934,
,,25,,,,,,,,,,,,1.626003623008728,
,,26,,,,,,,,,,,,1.6676983833312988,
,,27,,,,,,,,,,,,1.8402118682861328,
,,28,,,,,,,,,,,,1.8255853652954102,
,,29,,,,,,,,,,,,1.6906733512878418,
,,30,,,,,,,,,,,,1.7793482542037964,
,,31,,,,,,,,,,,,1.504006266593933,
,,32,,,,,,,,,,,,1.6647250652313232,
,,33,,,,,,,,,,,,1.5840431451797485,
,,34,,,,,,,,,,,,1.7073335647583008,
,,35,,,,,,,,,,,,1.9212509393692017,
,,36,,,,,,,,,,,,1.674912929534912,
,,37,,,,,,,,,,,,1.913271188735962,
,,38,,,,,,,,,,,,1.6254900693893433,
,,39,,,,,,,,,,,,1.6886942386627197,
,,40,,,,,,,,,,,,1.7285640239715576,
,,41,,,,,,,,,,,,1.399221420288086,
,,42,,,,,,,,,,,,1.9841575622558594,
,,43,,,,,,,,,,,,1.5217018127441406,
,,44,,,,,,,,,,,,1.581822395324707,
,,45,,,,,,,,,,,,1.7855854034423828,
,,46,,,,,,,,,,,,2.0248427391052246,
,,47,,,,,,,,,,,,1.6730804443359375,
,,48,,,,,,,,,,,,1.4890943765640259,
,,49,,,,,,,,,,,,2.068641185760498,
,,50,,,,,,,,,,,,1.8018274307250977,
,,51,,,,,,,,,,,,1.688493013381958,
,,52,,,,,,,,,,,,1.6653673648834229,
,,53,,,,,,,,,,,,1.9250328540802002,
,,54,,,,,,,,,,,,1.7739455699920654,
,,55,,,,,,,,,,,,1.700679063796997,
,,56,,,,,,,,,,,,1.807260513305664,
,,57,,,,,,,,,,,,1.789649486541748,
,,58,,,,,,,,,,,,1.7557004690170288,
,,59,,,,,,,,,,,,2.0362281799316406,
,,60,,,,,,,,,,,,1.7631531953811646,
,,61,,,,,,,,,,,,1.9648261070251465,
,,62,,,,,,,,,,,,2.0652623176574707,
,,63,,,,,,,,,,,,1.700225591659546,
,,64,,,,,,,,,,,,1.6758003234863281,
,,65,,,,,,,,,,,,1.8767521381378174,
,,66,,,,,,,,,,,,1.792021632194519,
,,67,,,,,,,,,,,,1.4276151657104492,
,,68,,,,,,,,,,,,2.1945786476135254,
,,69,,,,,,,,,,,,1.637133002281189,
,,70,,,,,,,,,,,,1.6492154598236084,
,,71,,,,,,,,,,,,1.795740008354187,
,,72,,,,,,,,,,,,1.7199914455413818,
,,73,,,,,,,,,,,,1.4941062927246094,
,,74,,,,,,,,,,,,1.7096271514892578,
,,75,,,,,,,,,,,,1.7688156366348267,
,,76,,,,,,,,,,,,1.7557172775268555,
,,77,,,,,,,,,,,,1.7637786865234375,
,,78,,,,,,,,,,,,0.2509706914424896,
10,,3871,,,,,,,,,0.5661235451698303,0.8171231746673584,1.7586250305175781,,4.678878307342529
10,,3871,0.6026934385299683,,0.8425540924072266,,1.5981630086898804,,4.139439582824707,,,,,,
,0.00042494505992421704,3872,,,,,,,,,,,,,
11,,3879,,0.58984375,,0.7890625,,1.7441685199737549,,4.8671875,,,,,
11,,3889,,0.5,,0.74609375,,2.036442279815674,,5.4453125,,,,,
11,,3899,,0.61328125,,0.80859375,,1.7064381837844849,,4.2890625,,,,,
11,,3909,,0.6015625,,0.81640625,,1.891984462738037,,6.8125,,,,,
11,,3919,,0.55078125,,0.81640625,,1.8157801628112793,,5.2109375,,,,,
11,,3929,,0.578125,,0.82421875,,1.7119572162628174,,3.9453125,,,,,
11,,3939,,0.5625,,0.77734375,,1.9877227544784546,,6.57421875,,,,,
11,,3949,,0.5234375,,0.80078125,,1.8599460124969482,,5.08203125,,,,,
11,,3959,,0.55859375,,0.83203125,,1.7105926275253296,,4.69921875,,,,,
11,,3969,,0.58203125,,0.83984375,,1.6504852771759033,,4.0703125,,,,,
11,,3979,,0.61328125,,0.83984375,,1.7663428783416748,,5.83203125,,,,,
11,,3989,,0.6015625,,0.87109375,,1.4914900064468384,,3.51953125,,,,,
11,,3999,,0.58203125,,0.8203125,,1.642704963684082,,4.12890625,,,,,
11,,4009,,0.5703125,,0.83984375,,1.6841588020324707,,4.6875,,,,,
11,,4019,,0.5859375,,0.83203125,,1.6971673965454102,,4.93359375,,,,,
11,,4029,,0.609375,,0.80078125,,1.7781749963760376,,5.703125,,,,,
11,,4039,,0.6015625,,0.85546875,,1.5894019603729248,,4.01171875,,,,,
11,,4049,,0.58984375,,0.80078125,,1.7057874202728271,,4.69921875,,,,,
11,,4059,,0.6015625,,0.83203125,,1.7011677026748657,,5.2109375,,,,,
11,,4069,,0.58984375,,0.828125,,1.711007833480835,,4.40234375,,,,,
11,,4079,,0.58203125,,0.83203125,,1.5845295190811157,,4.00390625,,,,,
11,,4089,,0.60546875,,0.83984375,,1.6036455631256104,,4.55078125,,,,,
11,,4099,,0.609375,,0.84375,,1.5985064506530762,,3.86328125,,,,,
11,,4109,,0.640625,,0.87890625,,1.4575873613357544,,3.55859375,,,,,
11,,4119,,0.6796875,,0.84765625,,1.4963691234588623,,4.98828125,,,,,
11,,4129,,0.64453125,,0.84765625,,1.566138505935669,,5.23046875,,,,,
11,,4139,,0.6796875,,0.875,,1.2632189989089966,,2.546875,,,,,
11,,4149,,0.56640625,,0.8828125,,1.5553276538848877,,4.453125,,,,,
11,,4159,,0.578125,,0.82421875,,1.657100796699524,,4.3984375,,,,,
11,,4169,,0.5859375,,0.83984375,,1.6940481662750244,,4.640625,,,,,
11,,4179,,0.62109375,,0.87890625,,1.5336997509002686,,4.87890625,,,,,
11,,4189,,0.65625,,0.88671875,,1.3576076030731201,,3.0859375,,,,,
11,,4199,,0.703125,,0.859375,,1.2946665287017822,,3.0,,,,,
11,,4209,,0.69921875,,0.890625,,1.2144837379455566,,2.68359375,,,,,
11,,4219,,0.58203125,,0.828125,,1.7371883392333984,,5.58203125,,,,,
,,79,,,,,,,,,,,,1.462283968925476,
,,80,,,,,,,,,,,,1.5454696416854858,
,,81,,,,,,,,,,,,1.7675561904907227,
,,82,,,,,,,,,,,,1.660574197769165,
,,83,,,,,,,,,,,,1.8019424676895142,
,,84,,,,,,,,,,,,1.6798897981643677,
,,85,,,,,,,,,,,,2.2771291732788086,
,,86,,,,,,,,,,,,1.681579828262329,
,,87,,,,,,,,,,,,1.6087617874145508,
,,88,,,,,,,,,,,,1.9725265502929688,
,,89,,,,,,,,,,,,1.609872817993164,
,,90,,,,,,,,,,,,1.6049246788024902,
,,91,,,,,,,,,,,,1.803378701210022,
,,92,,,,,,,,,,,,1.5350890159606934,
,,93,,,,,,,,,,,,1.7834666967391968,
,,94,,,,,,,,,,,,1.5076923370361328,
,,95,,,,,,,,,,,,1.8840603828430176,
,,96,,,,,,,,,,,,2.188262462615967,
,,97,,,,,,,,,,,,1.7440296411514282,
,,98,,,,,,,,,,,,1.7690738439559937,
,,99,,,,,,,,,,,,1.666040062904358,
,,100,,,,,,,,,,,,1.8308494091033936,
,,101,,,,,,,,,,,,1.6730732917785645,
,,102,,,,,,,,,,,,1.6374800205230713,
,,103,,,,,,,,,,,,1.9382178783416748,
,,104,,,,,,,,,,,,1.811619520187378,
,,105,,,,,,,,,,,,1.7929067611694336,
,,106,,,,,,,,,,,,1.740496039390564,
,,107,,,,,,,,,,,,1.4940907955169678,
,,108,,,,,,,,,,,,1.837356686592102,
,,109,,,,,,,,,,,,1.443009614944458,
,,110,,,,,,,,,,,,1.5711841583251953,
,,111,,,,,,,,,,,,1.7049529552459717,
,,112,,,,,,,,,,,,1.832182765007019,
,,113,,,,,,,,,,,,1.843418002128601,
,,114,,,,,,,,,,,,1.6376354694366455,
,,115,,,,,,,,,,,,1.4574155807495117,
,,116,,,,,,,,,,,,1.697138786315918,
,,117,,,,,,,,,,,,1.258029818534851,
,,118,,,,,,,,,,,,1.5560961961746216,
,,119,,,,,,,,,,,,1.691692590713501,
,,120,,,,,,,,,,,,1.432041883468628,
,,121,,,,,,,,,,,,1.6198731660842896,
,,122,,,,,,,,,,,,1.5293657779693604,
,,123,,,,,,,,,,,,1.7948920726776123,
,,124,,,,,,,,,,,,1.8581104278564453,
,,125,,,,,,,,,,,,1.6147840023040771,
,,126,,,,,,,,,,,,1.8131076097488403,
,,127,,,,,,,,,,,,1.543506145477295,
,,128,,,,,,,,,,,,1.4892761707305908,
,,129,,,,,,,,,,,,1.4872304201126099,
,,130,,,,,,,,,,,,1.8778374195098877,
,,131,,,,,,,,,,,,1.468017578125,
,,132,,,,,,,,,,,,2.0510244369506836,
,,133,,,,,,,,,,,,1.7200794219970703,
,,134,,,,,,,,,,,,1.8843903541564941,
,,135,,,,,,,,,,,,1.8520359992980957,
,,136,,,,,,,,,,,,1.8144696950912476,
,,137,,,,,,,,,,,,1.9492677450180054,
,,138,,,,,,,,,,,,1.8319140672683716,
,,139,,,,,,,,,,,,1.6098864078521729,
,,140,,,,,,,,,,,,1.903996467590332,
,,141,,,,,,,,,,,,1.8252094984054565,
,,142,,,,,,,,,,,,1.6298917531967163,
,,143,,,,,,,,,,,,1.7446712255477905,
,,144,,,,,,,,,,,,1.5780229568481445,
,,145,,,,,,,,,,,,1.760465383529663,
,,146,,,,,,,,,,,,1.773364782333374,
,,147,,,,,,,,,,,,1.9080555438995361,
,,148,,,,,,,,,,,,1.4035409688949585,
,,149,,,,,,,,,,,,2.0253775119781494,
,,150,,,,,,,,,,,,1.7737596035003662,
,,151,,,,,,,,,,,,1.54046630859375,
,,152,,,,,,,,,,,,1.8532288074493408,
,,153,,,,,,,,,,,,1.5245146751403809,
,,154,,,,,,,,,,,,1.510042428970337,
,,155,,,,,,,,,,,,1.8178162574768066,
,,156,,,,,,,,,,,,1.6366968154907227,
,,157,,,,,,,,,,,,0.38356465101242065,
11,,4223,,,,,,,,,0.6149539947509766,0.8287184834480286,1.7082781791687012,,5.0409836769104
11,,4223,0.6071881055831909,,0.8418096303939819,,1.5946370363235474,,4.19651985168457,,,,,,
,0.0002948461054728002,4224,,,,,,,,,,,,,
12,,4229,,0.55078125,,0.828125,,1.620455265045166,,3.5234375,,,,,
12,,4239,,0.64453125,,0.8984375,,1.2729421854019165,,2.46875,,,,,
12,,4249,,0.65234375,,0.8828125,,1.3383543491363525,,2.90234375,,,,,
12,,4259,,0.6953125,,0.88671875,,1.2843432426452637,,3.3046875,,,,,
12,,4269,,0.66796875,,0.859375,,1.3958746194839478,,3.3984375,,,,,
12,,4279,,0.6953125,,0.91015625,,1.2030482292175293,,2.640625,,,,,
12,,4289,,0.72265625,,0.90625,,1.156567931175232,,2.4609375,,,,,
12,,4299,,0.71875,,0.90234375,,1.1372301578521729,,2.52734375,,,,,
12,,4309,,0.76171875,,0.9296875,,1.0762089490890503,,3.23828125,,,,,
12,,4319,,0.640625,,0.828125,,1.56863272190094,,4.875,,,,,
12,,4329,,0.66015625,,0.84765625,,1.4322359561920166,,4.33984375,,,,,
12,,4339,,0.66796875,,0.91015625,,1.2971848249435425,,3.96875,,,,,
12,,4349,,0.6484375,,0.90625,,1.28317391872406,,3.4140625,,,,,
12,,4359,,0.67578125,,0.92578125,,1.296233892440796,,3.94921875,,,,,
12,,4369,,0.7734375,,0.921875,,1.0040905475616455,,3.19140625,,,,,
12,,4379,,0.66796875,,0.90234375,,1.2926385402679443,,3.2734375,,,,,
12,,4389,,0.80078125,,0.90625,,1.029295802116394,,3.33203125,,,,,
12,,4399,,0.70703125,,0.90625,,1.148529291152954,,2.88671875,,,,,
12,,4409,,0.62890625,,0.86328125,,1.424333095550537,,3.79296875,,,,,
12,,4419,,0.75,,0.94921875,,0.9582167267799377,,1.91015625,,,,,
12,,4429,,0.71875,,0.890625,,1.1748402118682861,,2.890625,,,,,
12,,4439,,0.7421875,,0.90625,,1.2363373041152954,,3.45703125,,,,,
12,,4449,,0.66796875,,0.8828125,,1.3389487266540527,,3.62109375,,,,,
12,,4459,,0.68359375,,0.91015625,,1.1517608165740967,,2.3203125,,,,,
12,,4469,,0.703125,,0.921875,,1.1336677074432373,,2.30078125,,,,,
12,,4479,,0.7421875,,0.91015625,,1.1038618087768555,,3.046875,,,,,
12,,4489,,0.67578125,,0.92578125,,1.1025798320770264,,2.1484375,,,,,
12,,4499,,0.74609375,,0.88671875,,1.216921329498291,,4.0390625,,,,,
12,,4509,,0.6953125,,0.88671875,,1.2047820091247559,,3.12890625,,,,,
12,,4519,,0.6484375,,0.84765625,,1.420325756072998,,3.4453125,,,,,
12,,4529,,0.70703125,,0.88671875,,1.1937174797058105,,2.8359375,,,,,
12,,4539,,0.6953125,,0.88671875,,1.3046817779541016,,3.75,,,,,
12,,4549,,0.671875,,0.859375,,1.3240816593170166,,3.43359375,,,,,
12,,4559,,0.6796875,,0.89453125,,1.3371307849884033,,5.7265625,,,,,
12,,4569,,0.73046875,,0.890625,,1.1359913349151611,,2.84765625,,,,,
,,158,,,,,,,,,,,,1.4875514507293701,
,,159,,,,,,,,,,,,1.403472900390625,
,,160,,,,,,,,,,,,1.2298510074615479,
,,161,,,,,,,,,,,,1.1758818626403809,
,,162,,,,,,,,,,,,1.2169486284255981,
,,163,,,,,,,,,,,,1.167214035987854,
,,164,,,,,,,,,,,,1.659600019454956,
,,165,,,,,,,,,,,,1.5190545320510864,
,,166,,,,,,,,,,,,1.2438136339187622,
,,167,,,,,,,,,,,,1.3708345890045166,
,,168,,,,,,,,,,,,1.497922658920288,
,,169,,,,,,,,,,,,1.5078758001327515,
,,170,,,,,,,,,,,,1.1754474639892578,
,,171,,,,,,,,,,,,1.2496590614318848,
,,172,,,,,,,,,,,,1.4882216453552246,
,,173,,,,,,,,,,,,1.2702611684799194,
,,174,,,,,,,,,,,,1.2705286741256714,
,,175,,,,,,,,,,,,1.6212695837020874,
,,176,,,,,,,,,,,,1.4158358573913574,
,,177,,,,,,,,,,,,1.5318794250488281,
,,178,,,,,,,,,,,,1.47348952293396,
,,179,,,,,,,,,,,,1.4996743202209473,
,,180,,,,,,,,,,,,1.3984696865081787,
,,181,,,,,,,,,,,,1.226794719696045,
,,182,,,,,,,,,,,,1.514918327331543,
,,183,,,,,,,,,,,,1.6697615385055542,
,,184,,,,,,,,,,,,1.2921631336212158,
,,185,,,,,,,,,,,,1.3175175189971924,
,,186,,,,,,,,,,,,1.4386671781539917,
,,187,,,,,,,,,,,,1.1581575870513916,
,,188,,,,,,,,,,,,1.219714879989624,
,,189,,,,,,,,,,,,1.5195906162261963,
,,190,,,,,,,,,,,,1.4984474182128906,
,,191,,,,,,,,,,,,1.1308484077453613,
,,192,,,,,,,,,,,,1.8692147731781006,
,,193,,,,,,,,,,,,1.5701173543930054,
,,194,,,,,,,,,,,,1.3522841930389404,
,,195,,,,,,,,,,,,1.6137161254882812,
,,196,,,,,,,,,,,,1.2920854091644287,
